1366719878 function calls (1324972940 primitive calls) in 1086.654 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 factor_.py:217(multiplicity)
        2    0.000    0.000    0.000    0.000 factor_.py:1335(<listcomp>)
        2    0.000    0.000    0.000    0.000 factor_.py:1301(primefactors)
        2    0.000    0.000    0.000    0.000 densebasic.py:1696(_rec_list_terms)
        2    0.000    0.000    0.000    0.000 densebasic.py:1715(dmp_list_terms)
        2    0.000    0.000    0.000    0.000 polyclasses.py:287(to_field)
        2    0.000    0.000    0.000    0.000 polyclasses.py:308(<listcomp>)
        2    0.000    0.000    0.000    0.000 polyclasses.py:306(coeffs)
        2    0.000    0.000    0.000    0.000 polyclasses.py:324(<listcomp>)
        2    0.000    0.000    0.000    0.000 polyclasses.py:318(all_coeffs)
        2    0.000    0.000    0.000    0.000 polyclasses.py:409(terms_gcd)
        2    0.000    0.000    0.008    0.004 polyclasses.py:718(primitive)
        2    0.000    0.000    0.000    0.000 polyclasses.py:852(is_ground)
        2    0.000    0.000    0.000    0.000 polyclasses.py:1057(__nonzero__)
        2    0.000    0.000    0.000    0.000 densebasic.py:540(<listcomp>)
        2    0.000    0.000    0.000    0.000 densebasic.py:518(dup_convert)
        2    0.000    0.000    0.000    0.000 densebasic.py:543(dmp_convert)
        2    0.000    0.000    0.000    0.000 mpelements.py:49(__init__)
        2    0.000    0.000    0.000    0.000 mpelements.py:92(_make_tol)
      2/1    0.000    0.000    0.000    0.000 ordinals.py:10(__new__)
        2    0.000    0.000    0.000    0.000 ordinals.py:21(exp)
      2/1    0.000    0.000    0.000    0.000 ordinals.py:114(convert)
        2    0.000    0.000    0.000    0.000 fancysets.py:79(_contains)
        2    0.000    0.000    0.000    0.000 fancysets.py:158(__hash__)
        2    0.000    0.000    0.000    0.000 fancysets.py:845(<genexpr>)
      2/1    0.000    0.000    0.000    0.000 ast.py:245(__eq__)
        2    0.000    0.000    0.000    0.000 ast.py:321(<dictcomp>)
        2    0.000    0.000    0.000    0.000 ast.py:309(kwargs)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:192(<lambda>)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:252(<lambda>)
        2    0.000    0.000    0.000    0.000 pythonrational.py:44(__init__)
        2    0.000    0.000    0.006    0.003 polyutils.py:301(_dict_from_expr_if_gens)
        2    0.000    0.000    0.000    0.000 domain.py:498(cofactors)
        2    0.000    0.000    0.006    0.003 polyutils.py:176(_parallel_dict_from_expr_if_gens)
        2    0.000    0.000    0.000    0.000 polytools.py:5944(<listcomp>)
        2    0.000    0.000    0.000    0.000 polytools.py:143(from_dict)
        2    0.000    0.000    0.000    0.000 polytools.py:209(_from_poly)
        2    0.000    0.000    0.000    0.000 polytools.py:323(gen)
        2    0.000    0.000    0.000    0.000 polytools.py:340(domain)
        2    0.000    0.000    0.000    0.000 polytools.py:703(to_field)
        2    0.000    0.000    0.007    0.003 polytools.py:745(retract)
        2    0.000    0.000    0.000    0.000 polytools.py:861(<listcomp>)
        2    0.000    0.000    0.000    0.000 polytools.py:847(all_coeffs)
        2    0.000    0.000    0.000    0.000 polytools.py:936(length)
        2    0.000    0.000    0.000    0.000 polytools.py:1136(terms_gcd)
        2    0.000    0.000    0.000    0.000 polytools.py:2143(clear_denoms)
        2    0.000    0.000    0.008    0.004 polytools.py:2908(primitive)
        2    0.000    0.000    0.000    0.000 polytools.py:3801(is_ground)
        2    0.000    0.000    0.000    0.000 polytools.py:3922(is_univariate)
        2    0.000    0.000    0.000    0.000 polytools.py:3945(is_multivariate)
        2    0.000    0.000    0.000    0.000 multidimensional.py:89(__init__)
        2    0.000    0.000    0.000    0.000 multidimensional.py:101(__call__)
        2    0.000    0.000    0.000    0.000 relational.py:150(negated)
        2    0.000    0.000    0.000    0.000 relational.py:913(_eval_relation)
        2    0.000    0.000    0.000    0.000 symbol.py:271(as_real_imag)
        2    0.000    0.000    0.000    0.000 function.py:307(eval)
        2    0.000    0.000    0.000    0.000 function.py:1881(expr)
        2    0.000    0.000    0.000    0.000 add.py:480(<listcomp>)
        2    0.000    0.000    0.001    0.001 add.py:481(<listcomp>)
        2    0.000    0.000    0.000    0.000 power.py:330(_half)
        2    0.000    0.000    0.000    0.000 numbers.py:2113(__le__)
        2    0.000    0.000    0.000    0.000 mul.py:687(as_two_terms)
        2    0.000    0.000    0.000    0.000 expr.py:287(__ge__)
        2    0.000    0.000    0.000    0.000 expr.py:1542(as_coefficient)
        2    0.000    0.000    0.001    0.001 expr.py:2351(<listcomp>)
        2    0.000    0.000    0.000    0.000 expr.py:3532(_n2)
        2    0.000    0.000    0.152    0.076 __init__.py:16(<module>)
        2    0.000    0.000    0.000    0.000 cache.py:183(_getenv)
        2    0.000    0.000    0.000    0.000 facts.py:308(rules_beta)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:141(__int__)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:143(__float__)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__nonzero__)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:199(__rdiv__)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:366(__new__)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:610(_set_prec)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:618(<lambda>)
        2    0.000    0.000    0.000    0.000 math2.py:53(_mathfun_n)
        2    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        2    0.000    0.000    0.000    0.000 calculus.py:1(<module>)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        2    0.000    0.000    0.000    0.000 ctx_base.py:52(_init_aliases)
        2    0.000    0.000    0.000    0.000 libmpf.py:345(to_int)
        2    0.000    0.000    0.000    0.000 libmpf.py:987(mpf_rdiv_int)
        2    0.000    0.000    0.366    0.183 base.py:3(<module>)
        2    0.000    0.000    0.001    0.000 unsupervised.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:11(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1728(__init__)
        2    0.000    0.000    0.002    0.001 __init__.py:19(<module>)
        2    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        2    0.000    0.000    0.000    0.000 slsqp.py:312(<listcomp>)
        2    0.000    0.000    0.000    0.000 slsqp.py:314(<listcomp>)
        2    0.001    0.000    9.973    4.987 slsqp.py:215(_minimize_slsqp)
        2    0.000    0.000    9.973    4.987 _minimize.py:47(minimize)
        2    0.000    0.000    0.000    0.000 _minimize.py:809(standardize_constraints)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3605(get_distribution_names)
        2    0.000    0.000    0.000    0.000 optimize.py:114(__getattr__)
        2    0.000    0.000    0.003    0.001 main.py:1(<module>)
        2    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fixtures.py:965(wrap_function_to_error_out_if_called_directly)
        2    0.000    0.000    0.000    0.000 fixtures.py:996(__call__)
        2    0.000    0.000    0.003    0.002 pathlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.004    0.002 version.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        2    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        2    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init _pytest.compat._PytestWrapper>:1(__init__)
        2    0.000    0.000    0.000    0.000 apipkg.py:16(_py_abspath)
        2    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hooks.py:18(__init__)
        2    0.000    0.000    0.000    0.000 _make.py:1525(fmt_setter_with_converter)
        2    0.000    0.000    0.000    0.000 _make.py:2062(__init__)
        2    0.000    0.000    0.000    0.000 validators.py:199(optional)
        2    0.000    0.000    0.000    0.000 _make.py:1255(_add_eq)
        2    0.000    0.000    0.000    0.000 _make.py:1329(_add_repr)
        2    0.000    0.000    0.000    0.000 errorclass.py:117(__init__)
        2    0.000    0.000    0.000    0.000 errorclass.py:126(__iter__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4763(srange)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        2    0.000    0.000    0.001    0.000 pyparsing.py:1608(parseString)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        2    0.000    0.000    0.002    0.001 __init__.py:8(<module>)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        2    0.000    0.000    0.103    0.052 __init__.py:3233(_call_aside)
        2    0.000    0.000    0.000    0.000 __init__.py:2004(find_nothing)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 mio5_params.py:171(_convert_codecs)
        2    0.000    0.000    0.000    0.000 doccer.py:159(_doc)
        2    0.000    0.000    0.000    0.000 doccer.py:152(replace_notes_in_docstring)
        2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        2    0.000    0.000    0.000    0.000 fixes.py:21(_parse_version)
        2    0.000    0.000    0.000    0.000 __init__.py:1710(cpu_times)
        2    0.000    0.000    0.000    0.000 _common.py:624(get_procfs_path)
        2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
        2    0.000    0.000    0.000    0.000 context.py:186(get_context)
        2    0.000    0.000    0.007    0.003 _backend.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1171(__class_getitem__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        2    0.000    0.000    0.005    0.003 _distributor_init.py:10(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        2    0.000    0.000    0.011    0.006 __init__.py:45(<module>)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6398(__setattr__)
        2    0.000    0.000    0.000    0.000 core.py:6499(__init__)
        2    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        2    0.000    0.000    0.002    0.001 shape_base.py:1(<module>)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        2    0.000    0.000    0.002    0.001 linecache.py:82(updatecache)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        2    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1585(set_string_function)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:452(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:462(decorating_function)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
