1366719878 function calls (1324972940 primitive calls) in 1086.654 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 arpack.py:954(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:985(IterOpInv)
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:18(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(EfficiencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(NonBLASDotWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(SkipTestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:151(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:7(deprecated)
        1    0.000    0.000    0.008    0.008 validation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 fixes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        1    0.000    0.000    0.007    0.007 __init__.py:109(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:504(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:550(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:570(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:601(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:629(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:658(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:685(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:720(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:735(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:750(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:11(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 process.py:81(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process.py:121(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:127(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:140(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:147(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:153(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:161(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process.py:489(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process.py:496(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 process.py:44(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:14(CloudpickledObjectWrapper)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:35(CallableObjectWrapper)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ConvergenceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(DataConversionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(DataDimensionalityWarning)
        1    0.000    0.000    0.000    0.000 _compat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:118(IOPriority)
        1    0.000    0.000    0.000    0.000 _pslinux.py:262(set_scputimes_ntuple)
        1    0.000    0.000    0.000    0.000 _pslinux.py:561(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:549(cpu_times)
        1    0.000    0.000    0.000    0.000 _pslinux.py:565(per_cpu_times)
        1    0.000    0.000    0.000    0.000 _pslinux.py:733(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 _pslinux.py:749(__init__)
        1    0.000    0.000    0.000    0.000 _pslinux.py:737(Connections)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1531(Process)
        1    0.000    0.000    0.004    0.004 _pslinux.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:295(ZombieProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:319(AccessDenied)
        1    0.000    0.000    0.000    0.000 __init__.py:336(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 __init__.py:412(Process)
        1    0.000    0.000    0.000    0.000 __init__.py:1392(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:1478(<listcomp>)
        1    0.000    0.000    0.007    0.007 __init__.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:130(NicDuplex)
        1    0.000    0.000    0.000    0.000 _common.py:142(BatteryTime)
        1    0.000    0.000    0.000    0.000 _common.py:471(outer)
        1    0.000    0.000    0.000    0.000 _common.py:467(deprecated_method)
        1    0.000    0.000    0.000    0.000 _common.py:490(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:485(_WrapNumbers)
        1    0.000    0.000    0.002    0.002 _common.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:82(_make_cell_set_template_code)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:253(CloudPickler)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1035(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1051(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:42(<module>)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:137(_ReusablePoolExecutor)
        1    0.000    0.000    0.010    0.010 reusable_executor.py:6(<module>)
        1    0.000    0.000    0.000    0.000 process_executor.py:141(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process_executor.py:162(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 process_executor.py:210(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:220(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:240(_WorkItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:251(_ResultItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:259(_CallItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:279(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process_executor.py:816(LokyRecursionError)
        1    0.000    0.000    0.000    0.000 process_executor.py:821(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process_executor.py:830(TerminatedWorkerError)
        1    0.000    0.000    0.000    0.000 process_executor.py:842(ShutdownExecutorError)
        1    0.000    0.000    0.000    0.000 process_executor.py:850(ProcessPoolExecutor)
        1    0.000    0.000    0.010    0.010 process_executor.py:56(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:32(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:192(SimpleQueue)
        1    0.000    0.000    0.000    0.000 queues.py:12(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:34(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:286(JoinableQueue)
        1    0.000    0.000    0.000    0.000 queues.py:328(SimpleQueue)
        1    0.000    0.000    0.000    0.000 queues.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:261(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:277(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 _base.py:539(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:627(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 context.py:156(LokyContext)
        1    0.000    0.000    0.000    0.000 context.py:243(LokyInitMainContext)
        1    0.000    0.000    0.001    0.001 context.py:13(<module>)
        1    0.000    0.000    0.000    0.000 process.py:14(LokyProcess)
        1    0.000    0.000    0.000    0.000 process.py:82(LokyInitMainProcess)
        1    0.000    0.000    0.000    0.000 process.py:96(AuthenticationKey)
        1    0.000    0.000    0.001    0.001 process.py:9(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:7(<module>)
        1    0.000    0.000    0.001    0.001 compat_posix.py:7(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:569(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:754(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:776(XmlListener)
        1    0.000    0.000    0.000    0.000 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:40(_ReducerRegistry)
        1    0.000    0.000    0.000    0.000 reduction.py:85(_C)
        1    0.000    0.000    0.000    0.000 reduction.py:170(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 reduction.py:136(set_loky_pickler)
        1    0.000    0.000    0.001    0.001 reduction.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:52(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 pool.py:102(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 pool.py:180(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:219(MemmappingPool)
        1    0.000    0.000    0.002    0.002 pool.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:61(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:255(ArrayMemmapReducer)
        1    0.000    0.000    0.001    0.001 _memmapping_reducer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:146(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:629(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:674(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:715(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:779(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:793(ThreadPool)
        1    0.000    0.000    0.001    0.001 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:47(_TestingMemmappingExecutor)
        1    0.000    0.000    0.015    0.015 executor.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:621(Future)
        1    0.000    0.000    0.001    0.001 _base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:23(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:151(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:159(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:30(IndexMixin)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:18(csc_matrix)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.007    0.007 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 _util.py:350(MapWrapper)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
        1    0.000    0.000    0.004    0.004 context.py:79(Semaphore)
        1    0.000    0.000    0.000    0.000 context.py:196(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:212(_check_available)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:232(get_context)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.005    0.005 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:36(current_process)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.004    0.004 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 kdtree.py:86(Rectangle)
        1    0.000    0.000    0.000    0.000 kdtree.py:253(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:270(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:275(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:185(KDTree)
        1    0.000    0.000    0.016    0.016 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
        1    0.000    0.000    0.016    0.016 __init__.py:219(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:17(<listcomp>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        1    0.000    0.000    0.008    0.008 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method scipy._lib._uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backend.py:5(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 _backend.py:30(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _backend.py:45(set_global_backend)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.062    0.062 __init__.py:93(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.002    0.002 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _backend.py:234(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:309(Dispatchable)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1091(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1159(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1279(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1287(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1295(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1303(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1311(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1351(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1349(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1380(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1452(IO)
        1    0.000    0.000    0.000    0.000 typing.py:1548(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1562(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1592(io)
        1    0.000    0.000    0.000    0.000 typing.py:1607(re)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(_FFTModule)
        1    0.000    0.000    0.011    0.011 __init__.py:72(<module>)
        1    0.000    0.000    0.008    0.008 _basic.py:1(<module>)
        1    0.000    0.000    0.007    0.007 uarray.py:8(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:112(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1879(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1921(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1987(suppress_warnings)
        1    0.000    0.000    0.001    0.001 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.018    0.018 __init__.py:58(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:991(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
